행정동,면적(㎢),총생활인구수,남자15세부터19세생활인구수,남자20세부터24세생활인구수,남자25세부터29세생활인구수,남자30세부터34세생활인구수,남자35세부터39세생활인구수,남자40세부터44세생활인구수,남자45세부터49세생활인구수,남자50세부터54세생활인구수,남자55세부터59세생활인구수,남자60세부터64세생활인구수,남자65세부터69세생활인구수_x,남자70세이상생활인구수_x,여자15세부터19세생활인구수,여자20세부터24세생활인구수,여자25세부터29세생활인구수,여자30세부터34세생활인구수,여자35세부터39세생활인구수,여자40세부터44세생활인구수,여자45세부터49세생활인구수,여자50세부터54세생활인구수,여자55세부터59세생활인구수,여자60세부터64세생활인구수,여자65세부터69세생활인구수_x,여자70세이상생활인구수_x,총 노인 인구수,남자65세부터69세생활인구수_y,남자70세이상생활인구수_y,여자65세부터69세생활인구수_y,여자70세이상생활인구수_y,노인_의료복지시설수,노인_주거복지시설수,장애인_생산품판매시설수,장애인_의료재활시설수,장애인_지역사회재활시설수,장애인_직업재활시설수,노인_여가복지시설수,노인_일자리지원기관수,노인교실수,경로당수,총시설수
도곡1동,1.02,35704.0442,1318.1569,827.4505,982.0561,1041.5691,1592.991,1842.5745,2247.9546,1752.7953,1496.5182,985.7363,657.1645,1604.6454,1540.5094,1072.598,1244.1988,1247.5476,1900.6792,2156.5328,2321.2199,1693.1075,1557.1142,1201.8021,927.6422,2491.4801,5680.9322,657.1645,1604.6454,927.6422,2491.4801,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,11.0
도곡2동,1.02,21341.246,1147.1948,459.4234,382.8854,342.9567,573.0403,961.2521,1568.9286,1247.3398,916.6718,515.667,326.176,887.7527,1202.6232,652.6046,489.897,458.9204,889.3339,1493.0164,2094.6826,1189.6306,847.4196,631.1916,456.1675,1606.47,3276.5662,326.176,887.7527,456.1675,1606.47,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,9.0
개포1동,1.27,22945.1499,889.0847,356.0283,399.4826,481.7204,718.1185,1403.4694,1542.1506,1200.0139,850.566,699.5895,466.4426,1061.2677,1030.6646,504.0878,456.9762,534.4013,1425.6907,1600.3874,1861.8277,1123.7855,930.8302,840.029,611.7413,1956.794,4096.2456,466.4426,1061.2677,611.7413,1956.794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
개포2동,2.51,26792.522,1297.301,624.9351,521.5686,692.4131,1286.7961,1324.6056,1685.5645,1184.6872,978.518,624.7897,489.5951,1086.9904,1287.9121,665.4461,569.195,1007.5073,1605.9862,1926.4239,1987.3148,1288.7416,1085.4107,806.3282,710.9673,2053.5244,4341.0772,489.5951,1086.9904,710.9673,2053.5244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0
개포4동,1.49,15415.7084,508.9797,308.9981,523.0014,542.2335,789.4946,873.3695,768.683,693.279,765.1466,497.7874,362.5459,588.4692,621.1213,329.9336,549.022,678.767,794.1424,752.5845,843.2168,752.4618,819.4728,508.6558,458.7277,1085.6148,2495.3576,362.5459,588.4692,458.7277,1085.6148,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,5.0,8.0
일원본동,2.58,20815.2563,1467.7245,390.2164,419.6791,462.0969,716.137,917.8649,1252.5226,837.4325,785.9054,651.3415,460.2183,1133.5372,672.9871,513.8834,587.5452,571.9888,893.9939,1299.5279,1362.365,1030.4078,864.6448,836.2169,693.9684,1993.0508,4280.7747,460.2183,1133.5372,693.9684,1993.0508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0
일원1동,0.92,12238.22,430.741,315.2247,402.8001,511.8167,610.3291,607.0502,550.2735,463.801,469.6298,342.9844,280.1451,679.794,304.516,291.5195,648.7637,544.3492,530.2054,577.8726,630.6198,473.3838,494.3088,467.8395,465.1633,1145.0888,2570.1912,280.1451,679.794,465.1633,1145.0888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
수서동,1.43,17334.0198,264.0093,306.038,444.2638,639.921,845.8478,846.716,896.3361,792.5244,644.2734,599.4749,484.9443,1174.2108,284.2185,344.125,762.0951,841.8332,779.4919,812.3354,822.254,626.9972,662.9349,568.7109,674.1528,2216.3111,4549.619,484.9443,1174.2108,674.1528,2216.3111,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,2.0,8.0,16.0
세곡동,6.36,40858.8552,1601.2816,772.4238,1077.1465,1363.8374,1796.0329,1978.9871,2360.6852,1687.1828,1400.6808,1190.5653,801.4297,1862.6914,1740.3365,1244.8348,1617.1244,1799.9429,2268.1803,2356.2738,2571.4954,1706.9791,1612.534,1364.2339,1131.4725,3552.5031,7348.0967,801.4297,1862.6914,1131.4725,3552.5031,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,25.0,33.0
압구정동,2.53,27745.5765,872.2369,708.4517,953.1434,902.2167,1341.5963,1454.664,2075.752,1410.2696,1326.3089,874.5463,504.9797,1052.858,871.0764,906.7522,1036.9668,1105.3936,1365.4086,1533.112,1781.459,1175.4981,1086.0601,838.5628,597.0766,1971.1868,4126.1011,504.9797,1052.858,597.0766,1971.1868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0
청담동,2.33,29371.8129,723.2192,725.9003,971.9717,1077.8336,1527.5379,1750.3775,2010.19,1564.6929,1229.9554,821.8725,571.229,936.2855,719.4636,1077.9553,1247.4824,1368.4455,1565.9255,1853.2052,1908.3892,1292.6676,1119.6127,957.3983,605.0375,1745.1646,3857.7166,571.229,936.2855,605.0375,1745.1646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,12.0
풍납1동,0.77,12263.1893,277.6933,380.5583,377.053,448.2112,637.9583,408.7969,557.3809,527.0404,537.0741,453.5074,372.3869,692.1432,282.462,293.9022,529.6865,578.2427,584.0269,433.3984,581.1738,598.9904,619.9811,551.4943,513.1395,1026.8876,2604.5572,372.3869,692.1432,513.1395,1026.8876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0
풍납2동,1.59,27010.3147,492.6393,549.7032,887.7142,821.8383,1318.097,1126.712,1320.5205,1088.1377,1103.7388,829.0056,658.7329,1314.5728,670.1723,1097.0756,1549.0238,1254.6778,1485.0809,1350.3483,1481.5219,1265.0299,1320.5247,1073.1362,908.3228,2043.9882,4925.6167,658.7329,1314.5728,908.3228,2043.9882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,12.0
거여1동,0.51,12537.6745,416.1043,292.9661,430.1032,486.7277,551.1751,562.8519,552.6363,577.1556,569.3665,417.8032,340.9648,721.5325,343.2906,355.3612,468.8736,448.952,551.2372,446.6348,519.5181,603.5259,686.8559,559.7529,442.7976,1191.4875,2696.7824,340.9648,721.5325,442.7976,1191.4875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0
거여2동,0.53,16214.2452,423.8573,422.3829,478.1949,514.4955,811.1715,722.2423,757.6098,644.816,691.0882,595.327,354.0867,898.0819,392.1881,355.5765,478.4517,664.6368,859.6028,739.766,873.725,710.2527,819.7744,693.2929,565.6977,1747.9266,3565.7929,354.0867,898.0819,565.6977,1747.9266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0
마천1동,0.58,11796.1418,466.1492,274.8347,356.2937,305.7164,512.3501,408.7374,504.9413,547.55,670.3823,483.2799,334.5967,649.1877,393.3174,315.3756,367.0058,295.9883,442.37,499.4395,592.486,548.2764,686.4701,488.4285,455.7226,1197.2422,2636.7492,334.5967,649.1877,455.7226,1197.2422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,8.0
마천2동,0.89,12295.8954,288.1849,338.9071,418.033,410.8714,469.3088,470.7042,582.875,528.2844,609.7177,565.2258,370.6404,828.3884,275.8507,285.7105,349.7925,368.7887,496.6084,388.5162,469.75,534.5184,652.0009,607.4953,557.3304,1428.3923,3184.7515,370.6404,828.3884,557.3304,1428.3923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,12.0
방이1동,0.5,13537.8619,538.3309,412.5816,453.0205,456.2882,528.0341,639.7994,679.5726,537.758,502.2592,502.0567,300.7445,631.9772,463.2589,455.7505,505.5781,505.1369,728.8465,816.8457,713.3497,584.979,631.2461,532.2123,416.1811,1002.0542,2350.957,300.7445,631.9772,416.1811,1002.0542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0
방이2동,0.8,38428.3021,1061.254,1748.461,2142.2912,2406.0918,2419.4023,1881.9975,1702.4052,1143.0285,1048.529,793.6392,565.9182,1057.3826,889.22,1985.8625,2980.7782,2804.3013,2530.4516,1665.3084,1573.636,1155.0304,1204.0055,968.2008,779.7767,1921.3302,4324.4077,565.9182,1057.3826,779.7767,1921.3302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
오륜동,3.17,16562.3335,931.8794,700.7801,382.3242,466.8628,596.1603,666.5642,844.3786,591.117,606.7063,483.4044,368.7956,908.0278,740.4162,536.5291,476.0315,561.8417,846.3623,878.3891,1038.9656,572.6447,730.9226,579.5132,475.2587,1578.4581,3330.5402,368.7956,908.0278,475.2587,1578.4581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
오금동,1.65,33247.4744,1144.0388,768.4759,1031.3767,987.8423,1260.4444,1312.552,1562.9995,1341.5115,1415.0214,1214.9893,923.1387,1826.8131,923.4831,940.871,1055.4236,1178.7452,1668.3573,1502.0303,1730.8235,1655.523,1755.5021,1661.6331,1182.4205,3203.4581,7135.8304,923.1387,1826.8131,1182.4205,3203.4581,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,15.0,23.0
송파1동,0.79,24688.9801,403.6544,685.9386,1208.427,1435.5876,1674.8796,1137.7543,1033.6467,717.5002,760.9294,586.9551,403.1373,850.6843,698.0902,1006.0714,1718.2164,1758.5175,1636.3556,1111.373,1202.5208,895.237,1008.4168,740.2235,556.675,1458.1884,3268.685,403.1373,850.6843,556.675,1458.1884,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,7.0
송파2동,0.53,16869.0329,607.2191,379.0248,464.0819,534.3483,833.1687,792.6319,853.594,627.9323,608.7104,532.5024,405.4153,773.7792,582.6382,450.8664,656.8806,704.9415,925.376,1070.1752,913.1916,769.0199,815.3532,716.9049,526.7785,1324.4986,3030.4716,405.4153,773.7792,526.7785,1324.4986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,8.0
석촌동,0.95,27985.7557,620.8958,686.0887,1221.5925,1739.053,1688.6237,1413.7906,1351.5364,1006.3838,951.9718,688.4532,462.1032,913.9527,629.2763,885.4778,1792.6658,1960.659,1922.0902,1530.9146,1242.9173,1007.2195,1041.9402,890.1667,667.4125,1670.5704,3714.0388,462.1032,913.9527,667.4125,1670.5704,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,8.0
삼전동,0.95,28407.9315,674.2514,590.1166,1297.3856,1550.4794,1680.7116,1491.964,1278.7879,1108.3666,889.4926,670.7994,526.1813,813.4753,535.8299,948.757,1751.2917,2100.9599,1887.0642,1470.8493,1468.6774,1094.2678,1011.7125,920.6095,720.4376,1925.463,3985.5572,526.1813,813.4753,720.4376,1925.463,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,8.0
가락본동,1.13,36548.01,941.8119,880.3069,1433.8036,1624.4566,2339.8643,1996.6112,2158.3141,1557.5483,1575.8508,1185.5131,877.3019,1346.4274,982.3884,1219.1822,1369.9911,1729.6206,2015.8514,1776.5959,1748.4477,1561.4292,1629.9977,1451.7652,1039.0587,2105.8718,5368.6598,877.3019,1346.4274,1039.0587,2105.8718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0
가락1동,1.34,27399.6526,600.9648,468.3064,619.6494,879.3331,1812.3957,1922.0883,2046.2563,1420.3151,1395.3729,1126.3878,704.4419,1262.1255,611.096,452.3867,707.8986,1112.8066,1755.4026,1694.6522,1435.413,968.2686,966.1308,987.0237,725.8859,1725.0507,4417.504,704.4419,1262.1255,725.8859,1725.0507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0
가락2동,0.96,20950.9013,695.6859,557.3508,769.1961,704.5059,1007.0154,952.5303,937.0977,851.9816,838.4448,645.367,492.7669,1075.0358,637.7459,677.4226,829.4173,831.2731,1107.996,983.6585,1056.0408,997.6231,1095.6756,812.6562,689.8905,1704.5235,3962.2167,492.7669,1075.0358,689.8905,1704.5235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0
문정1동,0.56,21216.717,533.4426,584.5052,918.3354,952.1025,1192.5919,1130.9823,1052.7443,794.8207,706.494,657.6536,497.7716,877.9878,517.3716,578.5936,925.5798,1078.0882,1285.3251,1047.266,1048.3021,888.1619,940.1049,852.7449,623.5278,1532.2192,3531.5064,497.7716,877.9878,623.5278,1532.2192,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,9.0
문정2동,2.2,30915.0664,648.2332,737.6471,1294.6503,1824.0379,2434.3632,2155.6764,1823.8213,1432.8708,1359.3936,889.9407,529.5392,1011.2097,403.7746,763.0576,1821.759,2139.0597,2003.3123,1534.2168,1323.1313,975.9543,1006.4801,686.6218,542.4417,1573.8738,3657.0644,529.5392,1011.2097,542.4417,1573.8738,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,7.0
장지동,1.37,28094.6385,834.1208,699.2726,933.9568,1078.1837,1600.4442,1472.0054,1503.5197,1012.0778,959.3768,787.2063,599.1206,1235.8796,761.5633,828.869,998.0926,1440.153,1824.746,1504.0318,1260.7531,1176.3107,1374.9265,1221.3581,844.049,2144.6211,4823.6703,599.1206,1235.8796,844.049,2144.6211,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,21.0,27.0
위례동,2.55,40035.4317,1667.9858,716.7175,1054.2339,1117.0113,1942.6431,2343.7222,2562.5535,1807.1941,1443.7169,1091.3531,689.3048,1238.3255,1734.9744,1064.8187,1032.2916,1579.2896,2862.4838,3261.6121,2879.9446,1651.8712,1719.5087,1351.3324,834.4835,2388.0594,5150.1732,689.3048,1238.3255,834.4835,2388.0594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0
잠실본동,0.94,32642.3474,841.63,1070.8101,1659.8678,2019.4319,1847.7385,1458.5951,1701.2675,1292.5114,1095.8051,802.2746,558.6788,1153.4031,811.1706,1281.7419,2080.1394,1847.7183,1842.3187,1726.4486,1574.6953,1322.7244,1110.0893,937.0012,683.5241,1922.7617,4318.3677,558.6788,1153.4031,683.5241,1922.7617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,7.0
잠실2동,2.18,27269.5316,1294.5291,711.3101,670.5779,465.0588,909.9307,1595.2463,2130.5926,1649.5391,1076.13,665.15,366.339,933.7414,1617.809,961.5485,756.1136,617.1021,1351.8769,2027.7841,2337.3018,1485.5789,1041.5631,586.7345,555.0566,1462.9175,3318.0545,366.339,933.7414,555.0566,1462.9175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
잠실3동,1.49,32032.2261,1223.5112,881.5851,930.5303,785.3613,1142.1863,1503.4594,1931.1921,1293.8938,1262.5404,866.6426,661.534,1609.9268,1780.2067,1153.8323,1110.1758,1014.3533,1670.8035,1905.7197,2185.8334,1502.0879,1332.9197,999.3954,886.9458,2397.5893,5555.9959,661.534,1609.9268,886.9458,2397.5893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
잠실4동,1.56,25362.6436,871.957,618.1635,556.4969,607.7137,1105.838,1364.1668,1534.2563,1149.9907,980.6299,669.478,539.1699,1086.3252,1025.3088,775.2172,687.8661,880.2566,1537.8091,1804.9361,1732.6045,1192.0755,1062.0064,909.7891,761.6344,1908.9539,4296.0834,539.1699,1086.3252,761.6344,1908.9539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
잠실6동,2.79,20046.8914,638.1701,719.1627,777.936,744.3944,1003.6384,1166.2555,1207.0679,914.0589,735.3909,567.5887,352.7032,835.3231,774.203,868.9345,925.341,786.0539,1070.3077,1153.7988,1049.8967,786.6952,728.5999,620.3155,420.1949,1200.8605,2809.0817,352.7032,835.3231,420.1949,1200.8605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0
잠실7동,0.6,9657.0309,228.0975,222.1953,273.2709,279.5374,363.5889,384.8337,459.0702,430.751,418.043,307.709,191.3696,627.5228,309.7616,309.6418,387.8901,374.6908,453.3116,497.1811,644.5386,487.5626,464.5024,308.1757,212.391,1021.3943,2052.6777,191.3696,627.5228,212.391,1021.3943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
명일1동,0.61,21344.7381,925.0547,519.1396,511.9535,581.2608,934.6187,1015.806,1123.109,860.8585,824.0157,630.4803,460.4597,1184.7767,749.9482,453.3172,635.1786,848.8248,1081.7864,1227.8239,1265.6878,925.9352,939.468,806.1152,757.9476,2081.172,4484.356,460.4597,1184.7767,757.9476,2081.172,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,6.0,12.0
명일2동,0.97,13112.32,959.1465,432.9806,325.8748,286.9965,415.0486,485.9221,699.3414,655.6683,497.2303,393.1858,310.3348,757.9376,603.1665,452.247,295.9781,298.4595,475.7354,667.1744,987.0489,662.0155,487.9966,457.4523,414.6158,1090.7627,2573.6509,310.3348,757.9376,414.6158,1090.7627,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,8.0
고덕1동,1.51,19295.6377,1507.1913,363.5168,395.8605,388.6609,577.6684,1024.1058,1696.7553,960.5229,730.8547,513.0052,359.4048,765.4942,798.9571,491.6725,475.3211,426.4218,980.9909,1513.1389,1594.7212,715.6005,666.1139,562.5523,519.251,1267.8557,2912.0057,359.4048,765.4942,519.251,1267.8557,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,7.0
고덕2동,2.5,17447.6044,659.8318,341.207,427.2715,425.2089,957.308,989.6514,1316.8908,763.579,586.0933,542.9955,380.4026,736.55,635.9963,451.5125,495.852,546.36,1100.8002,1125.234,1243.5244,688.3464,620.9813,593.9592,458.986,1359.0623,2935.0009,380.4026,736.55,458.986,1359.0623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0
암사1동,1.02,28866.1198,787.0783,699.9744,1107.5979,1053.7373,1291.3372,1496.888,1493.9433,1212.3302,1292.4014,926.5497,672.5063,1409.7825,655.4979,837.5406,1091.4739,1059.8778,1554.0776,1307.133,1527.9084,1339.1328,1392.4141,1217.2478,912.51,2527.1794,5521.9782,672.5063,1409.7825,912.51,2527.1794,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0
암사2동,1.18,13365.6784,298.1914,290.1629,478.902,545.487,822.9691,620.0979,631.8872,557.1272,590.5675,388.8639,292.8866,533.8335,312.0938,387.6779,571.2273,729.6782,825.4517,621.607,722.4453,641.5027,641.6457,499.4473,379.6178,982.3075,2188.6454,292.8866,533.8335,379.6178,982.3075,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0
암사3동,2.51,14257.5955,503.1975,311.7102,339.2413,399.6652,593.8882,711.5004,836.566,741.1912,536.112,449.849,313.0662,705.4393,491.8547,370.6878,433.031,484.2311,741.7454,937.3863,948.4683,563.4769,630.362,566.8276,443.0797,1205.0182,2666.6034,313.0662,705.4393,443.0797,1205.0182,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,7.0,13.0
천호1동,0.71,28186.4532,696.0436,674.9171,1006.225,1007.7969,1173.3538,1227.4693,1374.1359,1256.8048,1148.9526,1059.554,804.9689,1483.8559,714.6859,860.7473,1014.5191,1159.6849,1381.8377,1304.8922,1323.564,1169.433,1438.5385,1228.463,989.2034,2686.8064,5964.8346,804.9689,1483.8559,989.2034,2686.8064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0
천호2동,1.57,41781.8744,903.8761,989.0409,1618.2752,1912.6782,2243.9476,1959.2461,1881.3909,1750.218,1758.6015,1490.4724,1024.9365,1999.403,852.2852,1358.7088,2017.0443,2200.0096,2152.3453,1772.6733,1915.5578,1794.411,1833.6028,1669.4844,1358.5605,3325.105,7708.005,1024.9365,1999.403,1358.5605,3325.105,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,8.0
천호3동,0.79,28510.2013,576.0962,805.4411,1426.3249,1511.3162,1573.7373,1150.2128,1290.5141,1066.1284,1033.5474,860.0633,672.3583,1236.2471,544.429,961.0439,1814.0377,1676.258,1599.5451,1310.8515,1200.6915,1146.0044,1217.3308,966.8746,771.9109,2099.2368,4779.7531,672.3583,1236.2471,771.9109,2099.2368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,12.0
성내1동,0.58,19795.3929,602.9621,391.3469,699.5246,703.345,946.0822,790.2434,901.662,891.9547,781.8761,587.2676,396.3278,982.7641,557.1266,640.0901,789.7977,867.5816,986.444,915.6745,1131.4364,944.3037,951.1291,782.0598,649.2315,1905.1614,3933.4848,396.3278,982.7641,649.2315,1905.1614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
성내2동,0.67,23687.1126,519.0377,556.2565,1011.0088,1115.2884,1281.9182,1063.5544,1067.5204,1003.2221,859.6009,798.3685,563.5252,1051.4648,482.6468,850.5416,1388.8048,1315.9858,1326.7098,924.076,991.3054,948.54,948.6202,939.0371,741.2867,1938.7925,4295.0692,563.5252,1051.4648,741.2867,1938.7925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0
성내3동,0.71,27427.3808,981.3885,858.5884,992.5373,1157.8937,1285.5027,1172.4427,1365.1051,1150.3604,1086.8987,863.3985,578.104,1150.0369,706.0498,857.5747,1284.5545,1250.1579,1330.7068,1129.9941,1527.2749,1171.2165,1321.6473,1061.1854,862.8674,2281.8946,4872.9029,578.104,1150.0369,862.8674,2281.8946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
길동,1.61,57135.5043,1326.8834,1422.1142,2126.4318,2255.2021,2835.1629,2455.2285,2751.3646,2187.8928,2301.9689,1863.4799,1393.9992,3043.945,1305.2964,1959.2199,2942.4876,2627.3976,3016.7076,2403.3574,2599.4718,2545.913,2538.0331,2292.0558,1906.2379,5035.6529,11379.835,1393.9992,3043.945,1906.2379,5035.6529,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,10.0,21.0
둔촌1동,0.92,27873.2646,966.5128,470.6507,482.9217,816.5949,1375.8357,1585.1631,1754.1463,978.4145,1046.8395,789.3976,670.4885,1467.9469,633.0986,712.568,731.9771,1065.0593,1664.8002,2144.9115,1617.7137,1133.0654,1234.1179,1142.2481,898.3919,2490.4007,5527.228,670.4885,1467.9469,898.3919,2490.4007,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
둔촌2동,1.56,22486.4533,767.3535,562.1203,774.542,789.2265,1116.014,967.4411,1017.2144,869.9752,939.9187,736.0789,551.1302,1210.8365,599.5522,639.7007,888.2179,922.0204,1049.9652,1077.9924,1243.6391,976.2617,1079.7549,980.923,663.0696,2063.5049,4488.5412,551.1302,1210.8365,663.0696,2063.5049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0
강일동,2.26,43927.3894,1800.2097,979.325,1118.3528,1204.8943,2014.487,2168.1098,2574.789,1890.4779,1625.6692,1236.3473,843.5556,2157.7616,1635.7965,1207.4676,1264.8294,1560.9765,2585.0571,2632.7261,2850.7221,1924.9949,1891.9853,1536.7242,1352.1462,3869.9843,8223.4477,843.5556,2157.7616,1352.1462,3869.9843,4.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,17.0,26.0
상일1동,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
상일2동,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0
