행정동,면적(㎢),총생활인구수,남자15세부터19세생활인구수,남자20세부터24세생활인구수,남자25세부터29세생활인구수,남자30세부터34세생활인구수,남자35세부터39세생활인구수,남자40세부터44세생활인구수,남자45세부터49세생활인구수,남자50세부터54세생활인구수,남자55세부터59세생활인구수,남자60세부터64세생활인구수,남자65세부터69세생활인구수_x,남자70세이상생활인구수_x,여자15세부터19세생활인구수,여자20세부터24세생활인구수,여자25세부터29세생활인구수,여자30세부터34세생활인구수,여자35세부터39세생활인구수,여자40세부터44세생활인구수,여자45세부터49세생활인구수,여자50세부터54세생활인구수,여자55세부터59세생활인구수,여자60세부터64세생활인구수,여자65세부터69세생활인구수_x,여자70세이상생활인구수_x,총 노인 인구수,남자65세부터69세생활인구수_y,남자70세이상생활인구수_y,여자65세부터69세생활인구수_y,여자70세이상생활인구수_y,노인_의료복지시설수,노인_주거복지시설수,장애인_생산품판매시설수,장애인_의료재활시설수,장애인_지역사회재활시설수,장애인_직업재활시설수,노인_여가복지시설수,노인_일자리지원기관수,노인교실수,경로당수,총시설수
등촌1동,0.64,19502.315,273.9821,388.3772,917.5446,1163.542,1287.7684,1001.7857,957.8449,679.6257,571.2106,449.6404,302.3618,737.5611,291.0922,560.5102,1439.586,1613.1518,1652.7796,952.7931,738.7199,678.3449,618.231,549.6399,402.565,1273.6569,2716.1448,302.3618,737.5611,402.565,1273.6569,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,4.0
등촌2동,0.92,16722.1256,396.0284,330.7597,604.7757,739.9842,928.3785,796.571,749.2495,601.6322,577.4226,431.951,362.7778,754.9822,353.5827,626.4944,902.2648,1079.971,1022.4285,865.6377,786.0932,713.6613,718.3937,654.0346,489.3126,1235.7383,2842.8109,362.7778,754.9822,489.3126,1235.7383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
등촌3동,0.79,29598.6305,685.4993,708.2201,1132.3323,1380.4204,1725.3069,1300.3136,1468.6072,1059.69,1076.9558,894.8538,789.5141,1825.8264,789.4275,931.7529,1533.0738,1569.7287,1765.8642,1213.5106,1248.8934,1031.379,1010.9083,1006.507,834.8889,2615.1563,6065.3857,789.5141,1825.8264,834.8889,2615.1563,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,6.0
화곡본동,0.98,28029.2889,681.308,642.5701,1326.576,1308.3223,1501.8574,1361.0625,1407.4622,1097.4902,979.7776,733.9588,607.0743,1199.4079,631.93,1003.3871,1692.5284,1603.0056,1584.7247,1216.6527,1276.7736,1133.5408,1188.5643,929.6418,847.1351,2074.5375,4728.1548,607.0743,1199.4079,847.1351,2074.5375,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,9.0
화곡2동,0.45,12492.098,265.0589,311.3275,524.8134,523.3989,491.4961,611.8201,633.2703,538.0766,452.0848,358.2246,259.8767,577.849,299.7778,427.4525,579.9227,603.8351,586.3999,541.8956,661.9344,623.8002,574.5481,456.1881,418.2457,1170.801,2426.7724,259.8767,577.849,418.2457,1170.801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0
화곡3동,0.53,16981.5311,467.7032,474.2766,714.1631,779.8112,850.0418,637.759,723.6719,661.1877,626.916,500.5987,410.6188,894.4757,436.3157,602.0411,920.9056,793.9021,740.4515,744.6126,845.7425,633.2408,692.4005,655.5773,589.4389,1585.6788,3480.2122,410.6188,894.4757,589.4389,1585.6788,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,7.0
화곡4동,0.82,13737.1415,353.9521,360.5239,569.9228,592.3905,553.7921,684.6366,637.469,557.2728,526.5311,421.6284,274.9469,774.1285,310.7891,475.0646,617.8704,608.9544,584.0172,628.7859,701.4636,635.7711,688.6422,566.1005,442.6567,1169.8311,2661.5632,274.9469,774.1285,442.6567,1169.8311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
화곡6동,1.11,19764.3939,346.8876,506.6807,939.7745,1007.5671,1139.359,993.922,956.6608,703.0257,616.8898,524.6252,388.0799,775.4569,450.4316,780.5646,1325.132,1221.4029,1280.9532,896.0699,808.7342,806.878,725.3896,710.7547,531.7092,1327.4448,3022.6908,388.0799,775.4569,531.7092,1327.4448,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,7.0,12.0
화곡8동,0.53,41276.2288,1026.3007,1071.1016,1702.3019,1780.767,2244.0794,2273.8139,2436.8778,1795.6918,1576.0897,1059.2657,744.3783,1738.672,1032.6064,1469.1919,2120.5474,2034.7154,2164.3147,2177.224,2259.0177,1692.2964,1518.3194,1346.2765,1095.9177,2916.4615,6495.4295,744.3783,1738.672,1095.9177,2916.4615,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,8.0
가양1동,4.7,30697.9329,567.223,663.988,1694.8469,1979.6527,2207.2726,1645.2066,1598.2289,1282.5914,903.0828,661.5491,471.1348,838.2641,544.7096,1187.8498,2467.999,2429.515,2243.2418,1429.6341,1134.3918,905.6031,932.7556,851.8491,543.4014,1513.9417,3366.742,471.1348,838.2641,543.4014,1513.9417,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,16.0,18.0
가양2동,1.0,11493.4799,233.1967,155.1312,308.5831,442.4937,610.4266,456.7589,492.8265,366.2364,340.2698,398.4963,379.4173,956.6016,199.6717,296.721,402.4878,623.2814,692.8575,420.7882,385.858,372.721,397.9312,438.8762,441.4091,1680.4387,3457.8667,379.4173,956.6016,441.4091,1680.4387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0
가양3동,0.5,11556.0298,159.9595,166.523,341.1263,593.831,766.5196,586.0956,546.3579,442.7443,398.2781,331.8924,283.8477,763.9285,113.7763,200.7364,461.3608,810.9002,823.7455,563.849,365.3131,390.4691,381.4341,496.543,421.5065,1145.2919,2614.5746,283.8477,763.9285,421.5065,1145.2919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0
발산1동,2.94,25729.043,1264.299,919.574,716.2309,740.6221,965.7276,1057.8545,1320.0826,1328.3822,1070.6335,665.0701,517.1253,913.7505,1591.8638,933.3332,856.7453,870.0875,1070.2693,1264.4521,1757.2302,1305.0667,1095.1528,844.0159,657.2682,2004.2057,4092.3497,517.1253,913.7505,657.2682,2004.2057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,13.0
공항동,10.87,26689.8956,740.7613,804.2757,1217.9716,1206.0925,1405.9671,1638.2288,1705.5461,1238.4496,1150.1606,808.8386,601.0332,1088.2961,548.4353,742.5842,1119.7587,1166.8408,1430.2356,1428.6443,1337.8668,982.8475,1020.218,840.0566,637.2409,1829.5457,4156.1159,601.0332,1088.2961,637.2409,1829.5457,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,10.0,13.0
방화1동,1.48,30855.4884,855.8608,639.8678,910.78,1125.4906,1513.4324,1726.4659,1706.6952,1392.7271,1229.5274,972.9211,738.7523,1527.6131,768.3901,835.4146,1105.7488,1231.2654,1669.1536,1800.8345,1546.0908,1351.3572,1348.8755,1344.3747,964.3911,2549.4584,5780.2149,738.7523,1527.6131,964.3911,2549.4584,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,25.0,31.0
방화2동,6.41,19369.8986,322.2787,381.8472,813.5691,958.7642,1186.7021,1066.1491,1074.6498,818.0354,917.3917,583.133,490.7185,1070.1303,328.9625,695.5528,904.6482,976.74,1194.179,731.1201,773.2876,681.3292,727.3796,666.6283,531.5461,1475.1561,3567.551,490.7185,1070.1303,531.5461,1475.1561,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,11.0,14.0
방화3동,2.55,16689.276,455.8002,334.1835,423.4516,708.5594,807.958,827.7349,784.5215,623.0958,686.6986,603.4647,429.2607,1085.8366,238.2054,399.996,473.6769,701.6182,969.3691,792.8362,832.6708,675.2449,772.5196,651.0015,577.802,1833.7699,3926.6692,429.2607,1085.8366,577.802,1833.7699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,18.0
화곡1동,1.12,43071.2925,701.5706,1165.7721,2289.8725,2383.7014,2381.2071,2051.8835,2075.4272,1514.8654,1422.8848,1126.0083,834.7726,1809.512,655.7695,1575.352,2777.7507,2659.8199,2343.5757,1832.5966,1865.11,1555.697,1750.1625,1513.4769,1254.0279,3530.4763,7428.7888,834.7726,1809.512,1254.0279,3530.4763,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,7.0,11.0
우장산동,1.36,30954.5502,1264.4328,780.9976,1029.4307,1122.8394,1332.5048,1475.9037,1856.7409,1419.6798,1102.2985,767.5367,572.3522,1301.7003,1284.2964,1310.208,1467.6035,1195.5826,1475.5106,1674.0757,1940.953,1360.9091,1164.6249,994.4813,790.835,2269.0527,4933.9402,572.3522,1301.7003,790.835,2269.0527,,,,,,,,,,,
신도림동,1.47,24028.6052,768.7777,629.1839,736.065,976.5043,1332.0326,1246.2271,1285.9424,1050.8787,881.8687,611.2561,451.7965,959.9077,797.1365,863.9507,1057.1176,1229.2289,1490.23,1386.5486,1484.0594,1018.9468,933.6117,746.6875,548.027,1542.6198,3502.351,451.7965,959.9077,548.027,1542.6198,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,20.0
구로1동,1.02,15286.0143,485.9186,359.0419,421.9021,587.0946,934.6053,779.281,741.6351,740.5303,601.1594,492.1049,349.2896,598.5302,437.6597,429.8202,576.8454,810.1849,1076.4591,864.0392,865.5973,630.447,613.6933,506.4705,468.2046,915.5001,2331.5245,349.2896,598.5302,468.2046,915.5001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,15.0
구로2동,1.76,27635.0036,450.311,551.6959,1019.4207,1131.9716,1303.3438,1184.4295,1477.5705,1440.3967,1616.3286,1243.8375,698.4358,1348.6197,467.0504,758.6772,1108.4473,1159.0069,1278.022,1166.3502,1366.2944,1279.131,1346.9296,1159.6474,917.9089,2161.177,5126.1414,698.4358,1348.6197,917.9089,2161.177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,18.0
구로3동,1.02,28724.6378,464.9501,821.8333,1855.8763,1853.1952,1889.7577,1560.5655,1906.1008,1406.0982,1064.9536,793.472,513.4324,992.2164,384.9137,1226.6421,1897.8598,1474.3711,1563.0517,1214.4334,1122.7101,939.663,893.2835,823.8504,587.6853,1473.7222,3567.0563,513.4324,992.2164,587.6853,1473.7222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,11.0
구로4동,0.46,16570.1316,209.0716,346.8428,580.3715,623.7372,895.4245,771.5004,949.0698,861.0024,830.9675,704.1778,415.909,833.4442,251.9967,495.7425,586.7051,587.3928,801.9672,665.6637,789.9344,789.4714,793.3605,815.283,539.2523,1431.8433,3220.4488,415.909,833.4442,539.2523,1431.8433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,15.0
구로5동,1.03,27473.3443,393.8678,811.7829,1274.9528,1447.5485,1648.5997,1338.407,1276.7758,1174.5158,1243.4122,861.8876,548.5288,1118.4868,431.3636,1132.469,1820.7733,1556.3004,1650.0649,1188.1066,1048.6143,1034.9315,1088.7089,951.7995,670.2935,1761.1531,4098.4622,548.5288,1118.4868,670.2935,1761.1531,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,17.0,19.0
고척1동,1.16,21016.5172,704.1869,693.7261,787.6085,767.9224,1248.1432,950.0232,943.2614,866.2458,961.5576,613.4488,550.8413,1065.7455,663.5195,745.5868,762.7742,915.0655,1151.4509,864.4562,918.9588,871.9264,987.4443,771.5913,605.6006,1605.432,3827.6194,550.8413,1065.7455,605.6006,1605.432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,19.0
고척2동,1.02,15432.5306,501.5266,363.2461,438.2848,524.1407,691.4429,614.8318,772.8204,683.3244,739.525,555.813,422.2457,881.9217,455.5669,438.0441,568.7808,529.4439,702.6293,664.6763,829.2216,784.5243,832.9047,660.064,483.4723,1294.0793,3081.719,422.2457,881.9217,483.4723,1294.0793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,16.0
개봉2동,0.8,23337.254,577.7094,602.8752,742.2974,972.6712,1252.8476,1010.5106,951.0001,886.9514,869.1214,738.6894,547.9649,1213.1458,519.0827,814.6097,1016.8206,1265.0228,1418.5349,1119.8881,1100.1705,914.491,1112.7142,924.8357,778.7392,1986.5602,4526.4101,547.9649,1213.1458,778.7392,1986.5602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,13.0
개봉3동,0.81,17993.2868,509.5874,426.6811,644.5664,683.6126,825.578,851.399,879.8813,829.2876,758.3153,556.2588,433.4742,1000.9633,560.5183,484.1615,682.0401,656.0186,900.3937,816.7334,852.0229,781.0493,900.5513,811.1483,639.103,1509.9414,3583.4819,433.4742,1000.9633,639.103,1509.9414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,7.0
오류1동,0.59,19010.234,460.2331,675.9161,907.3269,954.2577,1037.7443,878.1049,763.0267,664.8246,675.8056,524.5613,400.5203,848.0973,546.0608,932.2588,1216.4553,1030.7069,1054.0352,688.5958,728.9323,685.4527,772.6861,705.8982,490.7225,1368.0106,3107.3507,400.5203,848.0973,490.7225,1368.0106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,15.0,18.0
오류2동,3.2,43969.6239,1459.6328,1110.7396,1374.3462,1570.9463,2049.3325,2033.0682,2433.8129,1992.0055,1651.6437,1253.2691,878.6472,2063.6246,1585.036,1445.2832,1665.7529,1741.4204,2494.6425,2262.7181,2485.4127,1950.1027,1944.6858,1558.8084,1321.0577,3643.6349,7906.9644,878.6472,2063.6246,1321.0577,3643.6349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,23.0
수궁동,2.67,18473.2516,910.4478,568.4385,584.4658,565.84,685.6919,741.6547,879.517,783.2828,747.7487,626.9653,495.8092,880.4757,722.2897,636.3183,627.9678,641.067,780.0694,715.7583,1012.7114,845.0749,923.0128,821.278,639.4645,1637.9021,3653.6515,495.8092,880.4757,639.4645,1637.9021,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,11.0
가리봉동,0.4,11014.8577,87.9703,305.1886,810.8379,711.05,807.0181,680.3945,596.5585,598.9969,613.8274,408.9622,199.189,296.6193,41.6991,381.2902,774.5213,591.7562,535.8233,355.8058,408.5838,343.9324,380.2067,341.7946,226.0508,516.7808,1238.6399,199.189,296.6193,226.0508,516.7808,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,3.0,9.0
개봉1동,1.31,26550.5188,642.3411,689.2207,850.1541,1024.5933,1412.1288,1291.52,1161.6051,1159.5053,1231.3871,918.6558,706.7556,1334.0231,570.1819,746.7377,1029.1983,1178.4913,1562.3012,1141.5038,1106.6037,1054.8262,1369.6525,1161.1942,806.109,2401.829,5248.7167,706.7556,1334.0231,806.109,2401.829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0
항동,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0
가산동,2.52,38078.8439,336.6253,1176.3509,3167.3962,3081.289,3136.215,2349.7375,2200.3432,1779.2904,1465.0257,1036.1965,635.6598,821.7609,311.595,1836.9349,3297.6173,2564.801,2012.6345,1339.6316,1210.9751,947.2156,916.1105,725.3328,503.7005,1226.4047,3187.5259,635.6598,821.7609,503.7005,1226.4047,2.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,7.0,14.0
독산1동,2.09,37394.1772,561.8655,1107.4843,2393.0603,2541.6887,2611.147,1860.0853,1675.8622,1436.5379,1388.535,1111.3836,715.9437,1206.0489,511.6933,1521.2487,2869.632,2526.486,2119.5762,1480.9959,1448.1212,1128.4716,1253.8311,1185.4057,691.309,2047.7641,4661.0657,715.9437,1206.0489,691.309,2047.7641,7.0,0.0,0.0,0.0,1.0,2.0,6.0,0.0,1.0,22.0,39.0
독산2동,0.6,12636.0156,248.4879,296.2213,561.1826,682.3786,612.8583,600.0897,527.8823,514.9798,639.2774,484.5741,313.0608,590.7871,177.5111,309.788,596.4997,568.0705,679.7956,524.4666,516.9214,547.4544,643.8453,566.2756,409.2665,1024.341,2337.4554,313.0608,590.7871,409.2665,1024.341,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,10.0
독산3동,0.92,15637.7709,199.9393,294.2159,711.208,715.3245,822.5945,695.9006,719.0409,682.0884,743.2701,610.5699,442.6358,823.8787,208.4753,459.9966,827.3475,652.5652,804.4118,673.092,678.4928,616.9515,780.4048,680.8151,492.4154,1302.1363,3061.0662,442.6358,823.8787,492.4154,1302.1363,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0
독산4동,0.59,11841.9683,199.3815,264.0988,513.8524,577.884,637.8843,550.7872,548.4572,524.002,658.5081,533.101,280.8026,613.8874,208.1343,291.4439,532.0072,517.2005,515.0298,436.8,515.6485,468.8588,607.1329,573.1317,420.7831,853.1511,2168.6242,280.8026,613.8874,420.7831,853.1511,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,4.0,11.0
시흥1동,1.71,23293.391,533.4519,530.3778,929.4418,1083.5186,1171.9861,1034.9188,1116.4584,1057.5014,1119.6181,810.7256,559.9449,1126.9316,527.941,666.3398,1139.7919,1080.4233,1176.9644,1021.1828,1037.6626,918.1842,1191.3605,952.1526,727.0015,1779.5114,4193.3894,559.9449,1126.9316,727.0015,1779.5114,6.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,10.0,21.0
시흥2동,1.26,13342.9625,523.7017,291.9883,318.0428,409.2741,544.7802,517.2495,550.0927,646.3997,552.161,411.6631,425.5458,803.8831,483.9787,324.4617,370.6826,420.0671,571.0157,670.4696,769.0589,690.6493,645.7369,666.3442,464.4516,1271.2642,2965.1447,425.5458,803.8831,464.4516,1271.2642,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,10.0,15.0
시흥3동,1.07,8681.0949,167.7419,177.0463,258.1202,366.9819,401.5584,428.3224,476.4997,325.3888,417.7497,343.1774,297.0945,582.1658,266.3237,237.6519,259.2986,295.2894,368.558,358.7695,357.7586,334.9436,465.3325,411.0745,312.8171,771.4305,1963.5079,297.0945,582.1658,312.8171,771.4305,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,5.0
시흥4동,0.87,10597.1934,238.6493,200.5731,345.9028,420.0387,426.9741,429.1113,496.5352,418.1889,515.5969,410.8152,322.6136,595.6099,293.6835,315.1731,354.4362,392.6797,501.1402,411.0572,501.5331,461.1551,636.3515,518.9327,398.5192,991.9229,2308.6656,322.6136,595.6099,398.5192,991.9229,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,6.0,12.0
시흥5동,1.39,10336.3593,270.3616,242.9185,332.5889,465.3705,396.0681,445.6281,508.8415,523.2478,484.9353,392.0673,293.2196,564.4864,332.1424,324.6613,362.2072,348.0227,445.8922,311.645,519.9567,465.9545,566.2562,470.146,319.8487,949.8928,2127.4475,293.2196,564.4864,319.8487,949.8928,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,9.0
여의동,8.4,52077.6903,1065.1943,1237.5844,1948.4766,2497.5306,3284.5633,3506.3679,3562.1028,2858.0011,2456.0764,1558.8073,915.7875,2177.3646,1074.4466,1426.6436,2203.4587,2190.8039,2985.3775,2869.7803,2771.411,2097.4795,1847.1171,1445.0096,955.0912,3143.2145,7191.4578,915.7875,2177.3646,955.0912,3143.2145,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,9.0
당산1동,0.75,20429.8964,465.7574,549.6533,1130.4715,1269.6323,1334.14,883.0924,828.0783,771.0119,668.8987,563.5516,343.4329,760.4771,307.0732,792.5733,1439.2333,1414.0704,1326.3157,921.3543,883.8245,719.8114,682.0822,662.8185,438.2561,1274.2861,2816.4522,343.4329,760.4771,438.2561,1274.2861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,14.0
당산2동,1.55,47119.8795,1135.9472,1178.3931,2289.4794,2615.7618,3060.2491,2510.1282,2533.1926,1687.9443,1601.4884,1110.7034,764.5457,1533.2429,1047.227,2081.217,3331.7514,3369.8438,3308.5917,2428.1999,2243.4477,1497.9227,1489.6256,1241.9954,812.5671,2246.4141,5356.7698,764.5457,1533.2429,812.5671,2246.4141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0
양평1동,0.88,17117.7375,301.8233,370.7454,772.2243,1042.1567,1165.3779,960.6405,890.862,701.4668,497.1207,329.017,248.8421,581.4754,311.0445,612.3876,1200.7138,1330.6177,1207.4038,954.2622,837.6568,596.1178,489.196,398.7844,268.6568,1049.144,2148.1183,248.8421,581.4754,268.6568,1049.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,14.0
양평2동,3.0,20095.0091,440.044,497.6432,893.7557,1229.2802,1503.9319,1083.5161,941.2303,810.5983,798.6145,449.6165,306.4109,643.5214,385.6026,779.2774,1274.9552,1498.7532,1563.0747,1098.9621,923.058,689.4527,596.4424,484.5443,399.148,803.5755,2152.6558,306.4109,643.5214,399.148,803.5755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,14.0
신길1동,0.66,18522.8122,346.1321,634.5762,1169.3023,1038.3785,1104.5794,803.072,870.2758,811.8934,741.4145,615.336,386.6128,779.8052,302.3465,847.0504,1168.3576,927.9459,941.7827,638.353,667.539,620.468,690.7586,641.1924,519.8438,1255.7961,2942.0579,386.6128,779.8052,519.8438,1255.7961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,9.0
신길3동,0.52,13420.9932,287.3661,331.0538,476.477,631.5205,662.6592,522.9784,636.7216,564.0642,582.0126,598.5531,369.4382,667.56,321.6498,343.7342,604.0097,646.785,673.3702,591.4633,587.4226,592.5743,646.0839,609.8533,462.2859,1011.3563,2510.6404,369.4382,667.56,462.2859,1011.3563,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,7.0,11.0
신길4동,0.38,7234.675,132.6488,225.5515,255.6075,254.133,408.3753,343.6315,319.0249,348.6416,270.7905,309.1939,205.2729,403.3834,122.5579,234.0707,315.5842,308.8271,401.7344,258.8406,314.4588,233.7574,325.9061,390.9237,237.1646,614.5947,1460.4156,205.2729,403.3834,237.1646,614.5947,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,7.0
신길5동,0.47,8364.5394,195.0367,149.375,278.684,311.0017,420.7375,365.6334,492.5189,358.3362,387.9526,305.8069,194.8719,397.0326,148.7442,199.8236,347.3176,348.1958,493.0935,454.9424,441.324,354.1086,393.661,362.1051,307.1862,657.05,1556.1407,194.8719,397.0326,307.1862,657.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,8.0
신길6동,0.65,20554.1139,561.2851,535.6834,825.0148,971.964,1145.1339,886.8578,986.5373,782.0801,769.4417,646.3456,370.1691,889.0288,469.7928,624.3001,1044.6005,1160.2315,1090.49,1009.5774,995.4607,898.2074,952.2909,784.3739,640.3045,1514.9426,3414.445,370.1691,889.0288,640.3045,1514.9426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,11.0
신길7동,0.64,15726.0704,526.5735,488.9127,554.8172,561.141,865.8273,796.2485,791.9206,656.3841,586.6085,468.7633,298.4905,610.1279,500.4251,594.3304,654.696,649.7933,1021.327,832.3401,818.0598,740.0002,753.4919,530.2234,380.1582,1045.4099,2334.1865,298.4905,610.1279,380.1582,1045.4099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0
대림1동,0.49,12784.9958,241.5915,293.2009,488.2307,421.6868,659.7483,538.596,696.9277,639.3595,704.0604,550.3473,346.7784,596.8522,188.2238,403.0128,560.5192,437.9187,590.9445,543.9354,500.7706,586.904,741.6767,619.3389,419.577,1014.7945,2378.0021,346.7784,596.8522,419.577,1014.7945,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,10.0
대림2동,0.55,16025.4341,221.8262,432.4289,581.4112,636.5234,966.7418,829.7756,785.3897,868.7393,883.9979,718.1308,369.5999,599.4835,179.3174,515.7376,699.3077,662.8467,809.0537,727.3107,635.1627,751.8722,878.1532,777.759,446.2541,1048.6109,2463.9484,369.5999,599.4835,446.2541,1048.6109,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,19.0
대림3동,0.95,22252.3555,379.8436,587.5751,814.677,928.1795,1301.72,1082.0635,1077.818,1044.9053,1217.2396,908.3874,651.606,1003.0558,336.4173,705.6006,904.0406,931.3592,1156.2632,878.8896,975.3272,992.9307,1105.1475,1141.9398,710.429,1416.94,3782.0308,651.606,1003.0558,710.429,1416.94,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,12.0,16.0
영등포본동,1.02,17425.5553,379.8224,419.968,899.859,920.0408,1022.1715,788.8049,894.0022,646.2969,746.6727,586.2655,409.3531,804.5508,272.027,665.6194,972.6662,947.1169,1041.2263,733.6811,613.8662,573.9519,803.3694,654.9448,446.6487,1182.6296,2843.1822,409.3531,804.5508,446.6487,1182.6296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0
영등포동,1.26,39227.5803,601.7886,1231.9219,2778.1934,3062.7837,2889.5158,2077.9545,1795.7227,1492.7386,1346.4157,873.5258,549.7227,995.2992,545.219,1975.5588,3725.9848,3095.9832,2550.6869,1572.2761,1331.6956,1046.1829,943.6009,778.2493,543.7368,1422.8234,3511.5821,549.7227,995.2992,543.7368,1422.8234,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,12.0,18.0
도림동,0.89,15730.5341,227.4742,345.6011,664.8818,768.6639,962.1404,717.8253,712.9015,681.5386,709.8908,578.5928,373.075,709.3023,263.1256,469.5923,787.2237,809.1843,1006.1607,749.2207,727.2667,608.2615,695.0343,635.688,440.3364,1087.5522,2610.2659,373.075,709.3023,440.3364,1087.5522,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,10.0
문래동,1.49,24510.8651,611.5721,640.874,827.0188,1000.4508,1464.6295,1392.6667,1571.3215,1074.0443,965.2639,654.8736,440.7133,1120.9312,530.7496,666.0278,908.7912,1195.284,1661.4079,1523.2908,1491.143,986.918,880.9005,667.1081,549.056,1685.8285,3796.529,440.7133,1120.9312,549.056,1685.8285,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,27.0,30.0
노량진2동,0.64,13499.3844,285.4208,726.3396,881.4795,737.095,757.6992,597.2946,563.5512,535.9886,646.1796,477.7827,271.5021,583.9861,296.2367,894.5975,871.5222,644.709,552.9404,381.2677,452.3651,351.0812,436.9367,452.886,338.0906,762.4323,1956.0111,271.5021,583.9861,338.0906,762.4323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
